text,date,user,sentiment,query,__index_level_0__
"Its sooo cold!  my hands are swelling up. And xuan smells popcorn chicken, fat. Haha",Sun Jun 21 07:50:20 PDT 2009,elleL,0,NO_QUERY,14925
Aaa lunch time. So loaded w work  but its ok. Many people aren't working I'm glad I am!,Tue Jun 16 12:44:24 PDT 2009,djkiddb,0,NO_QUERY,15225
I wanted to go clothes shopping today but nobody wants to go with me. ,Tue Jun 23 16:35:17 PDT 2009,violet_foxx,0,NO_QUERY,41184
@brydeemer First time in years I won't be there.    Have fun &amp; tell all the CGSrs &quot;hi&quot; for me!,Thu Jun 18 08:26:27 PDT 2009,bruceincolorado,0,NO_QUERY,8359
you know what really irks me? people like demi will never know who i am or how much they and they're work means to me personally ,Mon Jun 01 21:18:57 PDT 2009,carleyaaja,0,NO_QUERY,37297
I'm in a bit of pain. Bike ride gone bad ,Sat Jun 20 23:01:28 PDT 2009,yeehaw104,0,NO_QUERY,1158
@stewie__ Wish I could go to bed! Hmm. I love you. I'll see you when I get home at an ungodly hour. I really wanna go out tomorrow w/you! ,Fri Jun 19 08:05:10 PDT 2009,_Deeeee,0,NO_QUERY,7510
"@bglife forget traditions, try to make your own. lamps, tin foil reflectors, LED flashlights, computer monitors all make weird lighting. ",Wed Jun 03 07:09:06 PDT 2009,PlatinumTalon,1,NO_QUERY,13905
at 1000 islands...  gona miss wonderland tomorrow ,Sat May 16 20:13:01 PDT 2009,theo94,0,NO_QUERY,35837
@Electrosquidkid It's in response to your earlier Tweet when you asked if anyone was still here. ,Sat Jun 06 08:00:54 PDT 2009,Erin_Tesseneer,1,NO_QUERY,24543
@Ihavefangs and you have nobody you can turn to? ,Sun Jun 07 19:57:56 PDT 2009,saydiemason,0,NO_QUERY,19313
"smiling now, but longgg day tomorrow.. &quot;perfect&quot; ",Sat Apr 18 21:22:12 PDT 2009,robynrock,1,NO_QUERY,33415
Damn those clouds. They fooled me again and now I'm all sunburnt ,Fri Jun 19 19:05:26 PDT 2009,BrieCarroll,0,NO_QUERY,10085
i want to hug someone ,Wed Jun 17 17:10:10 PDT 2009,selmalovesmason,0,NO_QUERY,7572
wishing i could wear http://twitpic.com/7lv2y out today as they're incredibly comfy and warm but scared they'll get ruined ,Fri Jun 19 18:40:07 PDT 2009,REEEHHH,0,NO_QUERY,28525
@SarahHorvat Doesn't sound like the best idea ,Fri Jun 05 13:06:31 PDT 2009,cartermason,1,NO_QUERY,2188
i changed my location into australia just for the fun of it! maybe i get some more subbers!  oh and PS i got some big &lt;3 4 australia!,Fri May 22 03:41:30 PDT 2009,Skorsch,1,NO_QUERY,12395
"@StMustard Actually I have!  fun game, but difficult to master.",Tue Jun 16 04:17:34 PDT 2009,tikket,1,NO_QUERY,21227
@abhijithrao I wish I could ,Fri Jun 19 06:39:06 PDT 2009,Kavitz,0,NO_QUERY,15163
@DearHavanah hey ... thanks for the add ... I'll check our your music asap  love love love xxx,Sat Jun 06 15:30:23 PDT 2009,miss_m_morgan,1,NO_QUERY,18338
"CR asleep by 9 last night- had to wake him but no issues today,no fighting, great mood- party @ school today  w/ pizza, juice &amp; Ice cream ",Fri Jun 19 07:40:32 PDT 2009,MensaKaren,0,NO_QUERY,20424
@searchlo nah...those veggies deserve to die.... ,Sat Apr 18 23:47:14 PDT 2009,seattlegeekly,1,NO_QUERY,45516
"is trying to catch up, updating my Kerry site with all sorts of shiz  www.kerry-ellis.net xx",Sun May 31 13:47:03 PDT 2009,gogglepocket,1,NO_QUERY,48781
Had a great 15 min nap in the tanning bed ,Sat May 30 18:28:39 PDT 2009,kimcchung,1,NO_QUERY,617
off to my 5-7pm tutorial..argh ,Wed May 13 23:21:19 PDT 2009,audrey86,0,NO_QUERY,1937
"Is newly tattooed, waiting for a train back to London ",Sat May 30 05:18:05 PDT 2009,marvellousmissy,1,NO_QUERY,40514
@johnnybeane Whee Peter! ,Mon May 18 01:10:54 PDT 2009,Krissette,1,NO_QUERY,12162
burnt my neck this morning w/ a straightner!!!!how gay the day before graduation ,Thu Jun 04 11:26:41 PDT 2009,kybee21,0,NO_QUERY,26773
I just killed a ladybug that was hanging out on my right shoulder ,Mon Jun 15 13:53:34 PDT 2009,Elebleu,0,NO_QUERY,27291
@staceykface make yourself busy ,Mon Jun 15 08:58:40 PDT 2009,BuffyinTX,1,NO_QUERY,27366
"@Yamanenko re. hunger // ha!  I agree, I was hungry too, but eating at midnight makes digesting unfun!   Hope you enjoyed your bun....",Sat Jun 06 23:27:13 PDT 2009,MrsMinifig,0,NO_QUERY,15245
"Sleep. Uninterrupted sleep for the 2nd night in a row, and amazingly that depresses me a bit. I like my 5-6 am feeding/bonding with snuz ",Sat May 30 00:41:53 PDT 2009,aBagorn,0,NO_QUERY,5392
oh my God. 1234 by the plain white t's just came on the radio and my mom turned it up. it hate this song soooo so so much. i hate it ,Fri Jun 05 14:12:25 PDT 2009,heyymel,0,NO_QUERY,42544
The Friday bug is setting in. I'm ready for Happy Hour NOW! ,Fri May 29 16:06:23 PDT 2009,wizardElite,1,NO_QUERY,41493
"I've realized that in small cars I get seriously closterphobic and very very nauscious, great way to start my day ",Tue Jun 02 10:57:50 PDT 2009,foreverJayce,1,NO_QUERY,13412
"@Sociofranco The man has a point. Lots of work for them, though. Worth it if they can whack everyone with big charges ",Thu Jun 18 07:09:10 PDT 2009,notthreebad,0,NO_QUERY,35742
"@yelyahwilliams YOU ROCK GIRL, I ADMIRE YOU SOO MUCH,MY FRIEND @Loveinmyarms TOO  , AND GOOD LUCK BYE.",Sun Jun 07 16:27:45 PDT 2009,mustbeparanoid,1,NO_QUERY,21861
"@_xotashhh lol. My brother is a huge supporter of United - Me, Couldn't care less who effing wins ",Sun Apr 19 08:04:32 PDT 2009,Melissaaaa_x,1,NO_QUERY,37364
A little more than one week to go! Still 2 more exams to be done. A pity I see everything as a qeue after yesterday ,Tue Jun 16 00:03:35 PDT 2009,timschaeps,0,NO_QUERY,20367
@younjin44  I tried!,Thu Jun 18 16:30:37 PDT 2009,StefsAPrincess,0,NO_QUERY,33540
lol@lastnight again. chipotle and sleeping with heidi before work ,Sun Jun 07 07:40:09 PDT 2009,Dunneee,1,NO_QUERY,2863
@ddlovato bozle? what is this? i dont understand ,Sun May 03 07:35:08 PDT 2009,UnaiGomez,0,NO_QUERY,21836
"Just talked to my grandma, she isn't doing too good ",Thu Jun 18 16:29:09 PDT 2009,Courtney_0_o,0,NO_QUERY,6630
Chocolate cream cheese icing came out bleah. Not sure what went wrong ,Sun May 17 03:26:39 PDT 2009,QueenOfSwords,0,NO_QUERY,48301
@tommcfly Tom can we feel poorly together? I can't breathe still ,Sun May 17 03:06:16 PDT 2009,BrookeDavis_x,0,NO_QUERY,27752
"I'm in love, I think? ",Tue Jun 02 02:47:15 PDT 2009,IndieCassandra,1,NO_QUERY,35285
ive drank so much water i think someone might have to drain me. t-mobile ,Tue Jun 02 01:17:18 PDT 2009,becca_stafford,0,NO_QUERY,47116
@TheCelebHost lol thanks I dont be on this a lot though ,Sat May 30 16:34:12 PDT 2009,pardonmiswag,1,NO_QUERY,9876
Might not see crush today... ,Fri Jun 19 14:49:08 PDT 2009,DJJayMarie,0,NO_QUERY,29173
Still sick this sucks  ,Thu Jun 18 15:09:54 PDT 2009,JaredEC,0,NO_QUERY,35561
I love new music ,Sun Jun 07 03:38:43 PDT 2009,StevieDavidson,1,NO_QUERY,19438
I have a bad back and it is killing me today .... i have a hard time just walking .. ,Tue Jun 16 13:52:54 PDT 2009,gil50,0,NO_QUERY,21649
@bobbyedner: what I really want to say!!!!!!! ,Fri May 22 00:04:23 PDT 2009,meeshell92,1,NO_QUERY,49549
"@jpadamson  I was so sick, I was wide awake last night. Damn because I totally go out it's so nice out wtf I hate colds. ;__;",Sat Apr 18 15:09:27 PDT 2009,rinygrin,0,NO_QUERY,24588
No msn friends on twitter=boring ,Sun Apr 19 04:43:34 PDT 2009,joe23f,0,NO_QUERY,5945
http://twitpic.com/6bqcb - 10+ hrs of traveling 2hr layover and 1 more flight left. I look like shit. ,Sun May 31 03:20:02 PDT 2009,MissDJM,0,NO_QUERY,47678
"@JasonGloverNZ Hey Jason, thanks for your email mate, you are a legend  Love the &quot;Mum's tips&quot; idea ;p",Thu May 28 20:42:13 PDT 2009,kaedron,1,NO_QUERY,45490
Im goin home on fri 4 a week.. Cant wait.. But then back in until august ,Tue Jun 23 08:43:21 PDT 2009,Ryano_89,0,NO_QUERY,37046
No Napa yesterday ended up at the nail shop even got the hubby to get a manicure then to the chiro Dan says it's too l8 2 go 2 Santa Cruz ,Tue Jun 23 11:29:19 PDT 2009,Alexa997,0,NO_QUERY,44778
@TheEllenShow we will forgive you ,Fri May 29 14:32:39 PDT 2009,Plina,1,NO_QUERY,24848
I am diagnosig myself with Epic Hayfever. Bad times ,Wed Jun 17 05:56:06 PDT 2009,half_engraved,0,NO_QUERY,22940
"it's yucky outside...wish the sun were out again, I love wearing flip flops! ",Sun Apr 19 06:04:14 PDT 2009,makeupluvr16,1,NO_QUERY,5102
@CMZart you should get your work everywhere.. Articles etc. Love it! ,Sun May 10 02:12:37 PDT 2009,Silentending,1,NO_QUERY,5315
@jordanknight Surevey says... uh- uh.. still not working!! ,Sun Jun 07 09:52:12 PDT 2009,JONSGIRL6769,0,NO_QUERY,10074
@jamesmthomson I've never heard of those! I pussed out at the last minute and left it after all  I hate getting in trouble (true story).,Sat Jun 06 01:01:09 PDT 2009,poethelena,0,NO_QUERY,7351
@Boothism it's a disco nap without the disco  rest well,Thu May 28 23:45:21 PDT 2009,strangeplaces,1,NO_QUERY,41451
@appletartlet uh oh ,Fri May 22 04:38:23 PDT 2009,CherylH77,0,NO_QUERY,37616
@jordandossett tell me about it! we're going to try that PureSleep mouth piece on TV - will let you know if/how it works ,Tue Apr 07 04:24:43 PDT 2009,setia1,1,NO_QUERY,21444
"@No1PanicFan mmmmm  hahaha... Study ? come on!!!!! have fun... It's friday... Saturday.... No school, nerds gone wild !!!! XD",Fri May 22 06:59:46 PDT 2009,jcwentz,0,NO_QUERY,24926
must. clean. house. But I don't want to! ,Thu Jun 18 16:53:10 PDT 2009,monget273,0,NO_QUERY,40416
having a well earned beer. dad left me to have it by myself  gahh holidays soon please,Sun Jun 21 00:43:50 PDT 2009,ackehurst,0,NO_QUERY,27116
fort lauderdale beach... here I come! ,Sun Jun 07 08:08:33 PDT 2009,officialjessie,1,NO_QUERY,22926
"All my prayers are with my father in law at the moment, who is in intensive care after a major heart attack  Make a speedy recovery Mait!",Tue Jun 02 04:44:19 PDT 2009,erkster,0,NO_QUERY,2026
Stepdad caught me on the phone with him last night  of course I fell asleep before I called back     ,Thu May 14 03:22:30 PDT 2009,calijohnson820,0,NO_QUERY,19749
"Wowww, I have nails in both of my back tires ",Wed Jun 17 11:41:17 PDT 2009,QueenBP,0,NO_QUERY,26088
is off to work....laaaaame ,Sat May 30 06:36:03 PDT 2009,suhmanther,0,NO_QUERY,26717
yay i got my first guitar it 60 pounds with a case and a tuner mum gave me sister guitar yesterday but now i got my real one ,Sat May 30 13:01:05 PDT 2009,JamieT934,1,NO_QUERY,3444
Yet another one of those mornings where it's hard not to look like a drowned rat ,Thu Jun 18 06:54:45 PDT 2009,_andie_t,0,NO_QUERY,39128
The comments on my Dyslexic Christian video are amusing http://bit.ly/WeNz1 I like seeing how many people missed the joke. ,Fri May 22 02:53:35 PDT 2009,angryaussie,1,NO_QUERY,13501
"@QBcle work is slow, reading the news  how about you?",Sun May 17 07:37:26 PDT 2009,cole_mc,1,NO_QUERY,45986
@AHisme that's ok  I like Reading your tweets. X x,Mon Jun 01 13:17:49 PDT 2009,Gemmaboyle,1,NO_QUERY,31354
I cant celebrate those kinda holidays anymore  @aulstar,Mon Apr 20 00:51:51 PDT 2009,AshMarie214,0,NO_QUERY,37979
@ricklondon Don't look at me like that Mr. Rick ,Fri May 29 01:09:56 PDT 2009,leabella,1,NO_QUERY,35359
Waaah I can't sleep anymore  . It's only 11 am on a sunday ... And I have a cold.,Sun Jun 07 02:14:06 PDT 2009,kaddyyy,0,NO_QUERY,32478
@chillyphilly You staying up/getting up early for Firmware 3.0? Apple finally turns on BT for you 2nd gen users. My 1st Gen misses out ,Wed Jun 17 03:10:40 PDT 2009,cyruschrono,0,NO_QUERY,32576
Bedtimeeee. Still miss kasey a lot ,Fri Jun 19 19:58:47 PDT 2009,CassieBrahh,0,NO_QUERY,14984
err... my insect infection is healing? it itches soooo bad ,Sat May 30 13:22:16 PDT 2009,jjustsurrender,0,NO_QUERY,26743
bye twiiter! for some strange reason i am sooo tired!! school tomrrow ugh! ew! ...  can't wait for july 3rd!!!!!!,Sun Jun 07 19:23:01 PDT 2009,sophie1070,0,NO_QUERY,43262
@michbek  I certainly will. You kind words will bring a smile to her face ,Sat Apr 18 22:02:23 PDT 2009,angelobell,1,NO_QUERY,4080
@PattinsonFreak  I think I'm getting TOO obsessed :\ - is it a bad thing?,Mon Apr 20 07:55:18 PDT 2009,NickyLovesMcFly,1,NO_QUERY,12573
bad math test  . i saw the new dvd of mcfly its awsome,Tue Jun 02 05:30:51 PDT 2009,dafnashz,0,NO_QUERY,20970
played tennis. new wale+9th..lady gaga on the feature!? ,Tue Jun 23 13:50:13 PDT 2009,juan_two_three,0,NO_QUERY,1247
getting ready for kates musical! ,Fri May 22 01:18:51 PDT 2009,emmarussell3,1,NO_QUERY,24869
Otacon: Time to change this disc. Snake: I thought we were on Blu-ray. Otacon: Hahaha...no  #e3,Mon Jun 01 11:53:00 PDT 2009,andronemai,0,NO_QUERY,25796
@DailyGirlsAloud oing to see them on mondaay ,Fri May 29 10:24:07 PDT 2009,Hana_09,1,NO_QUERY,41579
"when i'm walking, i like to close my eyes to see if i can not hit anything. i just did that and tripped on the floor ",Mon Jun 15 04:53:53 PDT 2009,ninjagerbils,0,NO_QUERY,41578
I give up. Format c: ,Tue Jun 23 11:12:44 PDT 2009,juanmcazorla,0,NO_QUERY,13646
&gt;:[ the best when mad is driving ,Sun Jun 14 23:54:14 PDT 2009,cameronnperez,1,NO_QUERY,38943
ayo follow @sluthunters they funny n brb charm skool on Brittanya ,Mon Jun 01 18:02:25 PDT 2009,dopeguhxfresh,1,NO_QUERY,31934
"Hi, I miss you guys. See you in 5 days. ",Sat May 30 10:33:58 PDT 2009,mcneilz,0,NO_QUERY,2249
says rest in the finish work of Jesus Christ!!! ,Sun Jun 07 04:59:02 PDT 2009,leahli,1,NO_QUERY,13092
"good night, all ",Sat Jun 06 21:18:44 PDT 2009,kimscritters,1,NO_QUERY,29518
Our pool looks so pretty! *grins cheeseyly (is that a word?)* ,Mon Jun 15 17:37:26 PDT 2009,Kerri_Jo_Berri,1,NO_QUERY,15998
Last day at BPMS ,Wed Jun 17 04:18:43 PDT 2009,faythx4,0,NO_QUERY,42672
"@PaulaMacKay I think he thought about it, but then I sneezed on him ",Mon May 04 05:18:51 PDT 2009,SteffC,1,NO_QUERY,15710
@longpour Wollemi Pine is prehistoric!  http://tinyurl.com/cnju4v,Sat May 02 00:46:29 PDT 2009,WollemiPine,1,NO_QUERY,28750
So busy today and not feeling the greatest ... gonna b a long day ,Thu Jun 25 09:34:52 PDT 2009,Jillian_Maire,0,NO_QUERY,10795
"@rosyblue I know,time going by so quickly it's scary!Supermarket runs are easy compared to baby delivery  Hope you well &amp; had gd weekend",Mon May 18 07:41:08 PDT 2009,jonwoodward,1,NO_QUERY,43538
"im awake! k night, please pray that my legs feel better tmrw morning.  &lt;3",Sun May 17 21:05:36 PDT 2009,anakristina,1,NO_QUERY,44135
Just a got Twitter ,Sun Jun 07 12:46:46 PDT 2009,BrittCostanzo,1,NO_QUERY,1816
@koifusionpdx where are you? ,Thu May 28 22:09:31 PDT 2009,eternaljanuary,0,NO_QUERY,14689
@josh_sternberg @prdude Not I unfort.  prior fam commitment ,Mon May 18 07:23:27 PDT 2009,PRCog,0,NO_QUERY,3411
@vievev YES! The weather is insane! Dread Monday too! ,Sun May 31 02:57:29 PDT 2009,herzeal,0,NO_QUERY,44236
"Writers:&quot;They just make me wonder,why are you foisting all the little pipe dreams stories in your head onto other people?&quot; I like writing ",Fri May 29 17:03:28 PDT 2009,WeShareOneSky,0,NO_QUERY,33534
@Jonasbrothers i love my friends to ,Sat Jun 06 21:05:10 PDT 2009,Bekky_B,1,NO_QUERY,35486
"Most of the specs have already been leaked, the only mystery now is the price ",Tue Jun 16 22:15:32 PDT 2009,amit_shrek,0,NO_QUERY,2757
"@ryanr09 Nice song, 24 is like half a lifetime ago for me.    I would not trade it for anything though.  ",Sun May 17 20:42:11 PDT 2009,mtgmantx,1,NO_QUERY,4750
@locusceruleus There's no way a response to that can be limited to 140 characters.  ,Tue Jun 02 03:49:53 PDT 2009,chickenbrutus,1,NO_QUERY,33472
@tommytrc useful hashtags are aziran and gr88. My confirmed Iran tweeple are all offline  ,Mon Jun 15 19:53:22 PDT 2009,TravelTweetie,0,NO_QUERY,1676
@revjesse How's the diabetes testing going?  Glimpsed that you were having difficulties yesterday ,Thu Jun 25 03:15:47 PDT 2009,ecaps1,0,NO_QUERY,44866
The reason why I can't find the latest Arena magazine is because it has folded due to the recession. Grrrrr. GQ/FHM survive? No justice. ,Fri May 29 08:15:58 PDT 2009,justmetalking,0,NO_QUERY,24910
naw she 21.  @xraytid,Sat May 30 08:51:13 PDT 2009,stro215,1,NO_QUERY,6703
likes coldplay so muchhhhh..  http://plurk.com/p/z40fi,Sun Jun 07 07:40:10 PDT 2009,indah_ps,1,NO_QUERY,14981
@billyraycyrus you should come to argentina with miley  we're waiting for you !,Sun Jun 07 14:29:13 PDT 2009,juuliet,1,NO_QUERY,39125
"@dystonic Man, if you were in Maine, I'd have a ton of reccs for you. Something else break in the house? ",Sun May 31 17:37:33 PDT 2009,kunoichi06,0,NO_QUERY,32996
Nope. It was just my neighbors being stupid to their dog.    I guess the &quot;someone dying&quot; was just wishful thinking.,Wed Jun 24 22:21:46 PDT 2009,cinestress,0,NO_QUERY,24921
damn... drop by 1  46. blogtoplist.com,Sat Jun 06 20:44:09 PDT 2009,webwoke,0,NO_QUERY,37587
Teehee rthat. Was gia. Heeeeeheeee. Omgahd. Imma miss this tae (shit in tagalog)  iuwkjjf son of a beeetzz. ......,Sun May 17 03:26:20 PDT 2009,linitsujil,0,NO_QUERY,1290
so many people there that i knew... such a great catch up sesh  &amp; a certain boy was there! ... here's hoping things turn out well with him,Mon Jun 01 00:45:37 PDT 2009,alanakf,1,NO_QUERY,39053
Its not #followfriday but you should totes follow @bertpatterson. You won't be sorry! ,Sat Jun 06 21:53:15 PDT 2009,BeUrLover2,1,NO_QUERY,38298
@awalliewall - LOL... welcome to another sunday.  enjoy your lie-in mate ,Sun May 31 05:34:55 PDT 2009,quinland,1,NO_QUERY,19427
"@Uch1028 Hmmmm the world changed too fast, and I am still standing here, babe... Mates are busy! ",Sat Jun 06 04:32:17 PDT 2009,vlorein,0,NO_QUERY,16548
"11:59pm lol just 1 more min to 12!! Need to sleep, gonna revise alll day tomorrow ",Sat Jun 20 15:59:54 PDT 2009,xxJONASaholicxx,0,NO_QUERY,35519
URRRRRRRRGH  Can't wait until 5:30 when I can come home and sleep again!,Sat Jun 20 00:10:04 PDT 2009,Amanda_wakes,0,NO_QUERY,7691
off to bed    *yawns*   #squarespace,Tue Jun 16 02:21:04 PDT 2009,andreadomenzain,1,NO_QUERY,26282
"@sanaraset ok, will text her na rin. and xeno! and james?  gosh i miss them!!! i miss all of you!!! ",Fri Jun 05 10:16:31 PDT 2009,lettucegirl,0,NO_QUERY,49703
"I did just come home from a short day with the class at the beach. It was so fun, to bad that everybody did leave so early ",Wed Jun 17 03:44:50 PDT 2009,Weronikamh,0,NO_QUERY,2232
Just got out of the shower  Feel refreshed!,Tue Jun 02 11:14:09 PDT 2009,Kat3384,1,NO_QUERY,4685
Rest in peace Farrah ,Thu Jun 25 10:22:04 PDT 2009,felicityyyy,0,NO_QUERY,26018
@jenrothery well...yeah....  ,Sun Jun 07 16:00:54 PDT 2009,Chodge93,1,NO_QUERY,24231
.. that she was the last one leaving her office. She had janitors accompanied her throughout the time. I feel so guilty today. ,Fri May 22 08:34:27 PDT 2009,MikeyAmy,0,NO_QUERY,497
i want my boyfriend ,Fri Jun 19 18:00:35 PDT 2009,sarahblink,0,NO_QUERY,37949
"@saysaylobbyist Well I'm back in town now (back to work today), but I'll try to throw some more photos up as other people post em ",Mon Jun 01 06:30:33 PDT 2009,awinder,1,NO_QUERY,17932
@djt_elle - gooooo tola... But why u leave us ,Fri Jun 19 23:40:46 PDT 2009,DJDTweed,0,NO_QUERY,37910
@Just_Aimee thanks so much!!  you too!!!  ,Sun May 03 08:46:30 PDT 2009,Autumn4given,1,NO_QUERY,39843
someone should get Stan Van Gundy some cough drops. @ryanleak HE has a yelling problem ,Sat May 30 18:58:35 PDT 2009,NikkiBoon,1,NO_QUERY,29360
"Off work in 1 hour, then running to the bank and then my voice lesson!! Sweet ",Fri Jun 05 09:02:26 PDT 2009,courtycourt,1,NO_QUERY,624
very worried about the bizarre new age ideas that are being accepted by some Christians ,Mon May 04 01:10:17 PDT 2009,johanmeiring,0,NO_QUERY,17246
@Juicyfruit4u Ok cool atleast you making more twice in the same time ,Mon Jun 15 10:57:44 PDT 2009,Wealthy23,1,NO_QUERY,6466
Mind That Bird - soooo close!  Hey winning the Derby is enough!,Sat Jun 06 15:39:24 PDT 2009,PubFiction,0,NO_QUERY,41842
@_KateDenali_ yeah me too  i only saw the last 5 minutes of the game becuase i was like at a party for like 4 hours,Sat May 30 22:37:01 PDT 2009,_TanyaDenali_,0,NO_QUERY,20312
"@dmsKevieBear hows your &quot;friend&quot; FiFI? i hear it may be getting serious, I think I'm a tad jealous ",Sun May 03 16:44:07 PDT 2009,lilspacey,0,NO_QUERY,8140
"@arabidopsis that's not good, the hungry or the finals. I never eat breakfast ",Sat May 30 03:41:16 PDT 2009,alli_cat141,1,NO_QUERY,26218
#wordcamp @Krystyl lost her iphone!   DM me if u found it! (maybe lost in the ladies room upstairs...),Sat May 30 15:51:57 PDT 2009,lauralovesart,0,NO_QUERY,3867
@Fryguy79 Ahhh good.You have passed the Classics Convention test!  ,Sun May 10 05:43:26 PDT 2009,blueathena14,1,NO_QUERY,29931
I kinda feel like I'm goin to be sick. its only 2am. this sucks ,Sat May 02 22:23:35 PDT 2009,Charlotte_Rose,0,NO_QUERY,7218
Ahhhhh bunny roadkill is so sad  and where's the sun today? I'm cold already!,Mon Jun 01 08:11:08 PDT 2009,chynagyrl1980,0,NO_QUERY,41099
I really feel like I am not going to make it out to West Hartford tonight ,Sat May 30 21:00:06 PDT 2009,christynemi,0,NO_QUERY,28659
@KavisMusings u shd have a T-shirt - &quot;my sympathies are with you..&quot;  ,Sat Jun 06 01:01:55 PDT 2009,kum72,1,NO_QUERY,21624
melt our defenses. bring us back to our senses. give us strength to try once more. baby that's what love is for.  - amy grant (playlist),Mon Jun 15 08:16:25 PDT 2009,kangel_05,1,NO_QUERY,8198
@courtneykkk i knew i shouldnt have shared cigarettes with you. ,Sun Jun 21 09:42:58 PDT 2009,insounddust,0,NO_QUERY,826
@jcoryj  hey buttface! ,Tue Jun 02 18:10:00 PDT 2009,tashafofo,1,NO_QUERY,45665
cant wait for summer!! ,Mon May 18 01:04:32 PDT 2009,charleyolmer,1,NO_QUERY,1865
stranded @ the airport in San Francisco!  waaaaa waaaa waaaaa I wanna be @ home in bed,Fri Jun 19 20:38:50 PDT 2009,brianfriedman,0,NO_QUERY,26051
@NoOneYouKnow Good Morning Adam  How's the world treating you today?,Wed Jun 03 06:34:36 PDT 2009,pcornqueen,1,NO_QUERY,8703
"@Hip_M0M And to you, girl! How old? ",Tue Apr 07 04:14:17 PDT 2009,OneLuvGurl,1,NO_QUERY,3813
Amazing day with @munchikenx things just keep getting better ,Fri Jun 05 21:27:56 PDT 2009,carramarie,1,NO_QUERY,37348
@phuiseeeeeee  I don't likeeeeeeeeee. Haha.,Tue Jun 16 19:32:26 PDT 2009,vivientannn,0,NO_QUERY,39984
is in a bad mood with a side of feeling sick ,Fri May 29 19:19:58 PDT 2009,chelseaamichael,0,NO_QUERY,18932
"can't wait for my new car to arrive, six weeks is gonna feel like forever ",Sun Jun 07 08:01:27 PDT 2009,Juran_ring,0,NO_QUERY,36233
Home from work and eaten dinner...home alone so im thinking i may have myself a Mcfly DVD  marathon ,Sat May 30 01:00:44 PDT 2009,Keels_90,1,NO_QUERY,1337
@kirbywhitehead i miss you too boo! ,Sat Jun 20 21:25:59 PDT 2009,shellywallace,0,NO_QUERY,30136
home now! YAY but I have to do english assignment! ,Mon Jun 15 23:27:54 PDT 2009,Briby,0,NO_QUERY,45058
@JamesProps Im a new follower and can't wait to see what you have in store for us ,Fri May 29 17:53:21 PDT 2009,Calumfan1,1,NO_QUERY,4838
@edwardsheroin I cant DM you ,Sat Jun 20 19:01:07 PDT 2009,FakeCedric,0,NO_QUERY,26814
"new phone ! finally.  trying to full in contacts , give me your number ! ",Sun Jun 07 06:25:32 PDT 2009,jessicaxbaby,1,NO_QUERY,10731
is listening to Time and Wasted Bullets by Children 18:3. They be rock ,Mon Jun 01 23:50:38 PDT 2009,AKnetsirK,1,NO_QUERY,32636
"@denicetex thanks, were already heading home. ",Wed Jun 17 16:07:59 PDT 2009,glpatterson,0,NO_QUERY,46640
just started recording her very first recorded song that may end up on iTunes. Purty exciting. ,Tue Apr 07 08:36:05 PDT 2009,luvoflilacs,1,NO_QUERY,1139
Watching Conan the Barbarian ,Sat May 30 14:43:49 PDT 2009,imurvai,1,NO_QUERY,8973
"@OfficialTL just wanted to say congrats on your success...i can tell you're well grounded, and that's what makes you awesome. ",Mon Jun 01 19:34:17 PDT 2009,drob0408,1,NO_QUERY,27894
actually I'm 'composing' some electro music right now.. the name will be 'Ultraton' ,Sat Jun 06 06:41:37 PDT 2009,aspekt,1,NO_QUERY,25094
i hope i get a ride so i can run with wilson and yeah. ,Mon Jun 15 00:10:37 PDT 2009,soulxpeace,1,NO_QUERY,17215
WHOOOOO! Or is it to early??? ,Fri May 29 20:25:21 PDT 2009,PurpleReignO_o,1,NO_QUERY,39845
@slinkingferret lol it came with the box u use for gaming  xoxo,Sun Jun 14 23:15:39 PDT 2009,SlipperyFish,1,NO_QUERY,30404
Too much spam arriving on my cell phone lately  Now when will the carriers implement some &quot;report spam&quot; option for sms?,Tue May 26 22:26:24 PDT 2009,Profy,0,NO_QUERY,16735
"I love remembering the programs I used to watch when I was little  Like Captain Planet, Xmen, Spiderman, Tundercats, count duckula!! lol",Wed Jun 03 03:49:32 PDT 2009,Jayme1988,1,NO_QUERY,44580
Leaving for D.C tomorrow  haha.,Mon Jun 15 15:24:07 PDT 2009,mandy2695x,0,NO_QUERY,12486
@raincoaster  Blimey! That's quite an honor.  And slightly odd.  But an honor nonetheless.  ,Tue Apr 07 05:04:24 PDT 2009,hugh_jackman,1,NO_QUERY,16522
hey everyone! it's been 18 days since i last logged in. i have a new twitter! so find me quick &amp; follow! ,Tue Jun 16 05:06:15 PDT 2009,NickyMatt,1,NO_QUERY,13089
Oh...only 3 days for studying programming. That's not good...I wish I could be strong ,Fri May 29 08:37:56 PDT 2009,lomza_t,1,NO_QUERY,5170
@lovessunflowers Ahhh... well. At least I'm not alone  Will move now.,Mon Jun 15 01:06:59 PDT 2009,kreativlink,1,NO_QUERY,10322
@charlieskies sure im sure thats wht you think silly! ,Mon Jun 15 12:27:05 PDT 2009,hrtdlovebrkn,1,NO_QUERY,23135
@jpsale good luck! and dont forget the rings ,Sat May 30 10:07:54 PDT 2009,actressL2,1,NO_QUERY,32045
